Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Beltzville Reservoir","Increase in Storage for Beltzville Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
6/19/2009,14071.6, ,946540,94418.1,-1055030
6/20/2009, ,-425549,1616381,-33907.8,-1156920
6/21/2009,483648, ,920728,56171.2,-1460550
6/22/2009,645568, ,544270,-28621.9,-1161220
6/23/2009,716349, ,347675,-36897.3,-1027130
6/24/2009,394202, ,247613,-37590.7,-604224
6/25/2009,235257, ,182453,-37856.9,-379853
6/26/2009, ,-94144.1,393550,-40159,-259247
6/27/2009,6083.9, ,238701,29753.6,-274539
6/28/2009,135998, ,170434,-34863.7,-271568
6/29/2009,169882, ,134058,-36378.5,-267562
6/30/2009, ,-205126,421913,-35722.9,-181064
7/1/2009, ,-296928,489425,49638.3,-242135
7/2/2009, ,-768294,1112757,4002.57,-348465
7/3/2009, ,-117147,729579,62266.1,-674698
7/4/2009,312668, ,490278,-25691.9,-777254
7/5/2009,443850, ,369896,-36207.8,-777538
7/6/2009,263284, ,300460,-33826,-529918
7/7/2009,148245, ,271288,-32654.6,-386878
7/8/2009,146243, ,193259,-25620.8,-313881
7/9/2009,143795, ,145904,-34696.7,-255002
7/10/2009,124029, ,112001,-32546.2,-203484
7/11/2009, ,-1403840,1589359,-35131.7,-150388
7/12/2009, ,-67129.2,542463,140421,-615755
7/13/2009,332253, ,451413,-35724.5,-747941
7/14/2009,530895, ,364011,-33827.6,-861078
7/15/2009,198915, ,286732,-33017.6,-452629
7/16/2009,32002.1, ,368939,-33555.8,-367385
7/17/2009, ,-168689,519728,-11144.9,-339894
7/18/2009,29502.5, ,353463,8834.16,-391800
7/19/2009,238178, ,212294,-36428.7,-414043
7/20/2009,249341, ,147024,-34536.6,-361828
7/21/2009,105603, ,167743,-35752.7,-237594
7/22/2009,45172.3, ,146892,-16376.7,-175687
7/23/2009, ,-396532,575421,-25002.3,-153886
7/24/2009, ,-62704.9,296361,63029.1,-296685
7/25/2009, ,-426309,795870,-30003.6,-339558
7/26/2009, ,-11324.4,533660,33548.4,-555884
7/27/2009,158220, ,408207,-24463.8,-541964
7/28/2009,283009, ,331437,-35200.8,-579246
7/29/2009, ,-3252860,3710840,-33543.8,-424435
7/30/2009, ,-535058,1778966,239587,-1483490
7/31/2009,398400, ,1576037,-34022.2,-1940410
8/1/2009,1485416, ,863078,6787.44,-2355280
8/2/2009, ,-1931230,3387260,-36447.2,-1419580
8/3/2009,98085, ,1659421,184619,-1942120
8/4/2009,1080102, ,925666,-35848.6,-1969920
8/5/2009,1454906, ,567150,-31273.5,-1990780
8/6/2009,772030, ,313745,-35029.4,-1050750
8/7/2009,417870, ,219393,-35075.9,-602187
8/8/2009,228776, ,171070,-33084,-366762
8/9/2009, ,-504498,770924,-31690.5,-234736
8/10/2009, ,-52116.8,372315,66930.9,-387129
8/11/2009,102010, ,367355,-31262,-438103
8/12/2009, ,-1678970,2210993,-28495.2,-503531
8/13/2009, ,-606965,1451374,139145,-983554
8/14/2009, ,-129553,1465065,7728.5,-1343240
8/15/2009,770688, ,922933,15522.8,-1709140
8/16/2009,684119, ,632785,-37113.6,-1279790
8/17/2009,650788, ,393619,-37479.3,-1006930
8/18/2009,185535, ,502319,-38075.3,-649779
8/19/2009, ,-238866,754916,-6475.84,-509574
8/20/2009,120416, ,422904,6964.83,-550285
8/21/2009, ,-738240,1334297,-36010.9,-560046
8/22/2009, ,-85091.1,832823,89640.4,-837372
8/23/2009,335914, ,541452,-14024.3,-863341
8/24/2009,536588, ,402215,-35945.8,-902857
8/25/2009,313933, ,313577,-35346.9,-592163
8/26/2009,209420, ,242502,-32840.5,-419081
8/27/2009,164581, ,188428,-33577.9,-319431
8/28/2009, ,-501292,783043,-33581.8,-248169
8/29/2009, ,-337501,658502,83656.4,-404658
8/30/2009,57810.4, ,484974,540.082,-543324
8/31/2009,328432, ,339181,-25440,-642173
9/1/2009,246097, ,276339,-28216.8,-494219
9/2/2009,159737, ,232297,-25202.7,-366831
9/3/2009,106701, ,202079,-26174.3,-282606
9/4/2009,90944.6, ,173699,-27738.3,-236905
9/5/2009,93019.2, ,138800,-29127.4,-202691
9/6/2009,85166.3, ,116035,-29675.5,-171526
9/7/2009,69751, ,101898,-28804.9,-142844
9/8/2009,54409.5, ,92943.9,-28442.5,-118911
9/9/2009,43981.2, ,88082.3,-28437.8,-103626
9/10/2009,36725.9, ,85943.7,-28361.5,-94308.1
9/11/2009, ,-406625,518236,-22620.8,-88989.9
9/12/2009, ,-780504,921360,89897.6,-230754
9/13/2009,79906.8, ,361617,66989.4,-508513
9/14/2009,233747, ,394832,-28175,-600404
9/15/2009,204109, ,382132,-26970.9,-559270
9/16/2009, ,-65995.8,471984,-26461.2,-379527
9/17/2009, ,-266722,694542,-11504.3,-416316
9/18/2009, ,-22399.7,522509,16110,-516219
9/19/2009,225775, ,360507,-23270.3,-563012
9/20/2009,309579, ,238778,-22504.1,-525853
9/21/2009,221094, ,174191,-21353.3,-373931
9/22/2009,143511, ,136550,-22235.9,-257825
9/23/2009,30314, ,176549,-23690.4,-183173
9/24/2009,48210.9, ,121463,-7243.56,-162430
9/25/2009,71695, ,100801,-27642.1,-144854
9/26/2009, ,-301429,458392,-24025.5,-132938
9/27/2009, ,-426492,589881,63496.6,-226885
9/28/2009, ,-75611.9,436712,21924.6,-383025
9/29/2009,126262, ,379334,-10600.5,-494995
9/30/2009,141304, ,346052,-18713.2,-468642
10/1/2009,101307, ,303943,-17884.2,-387366
10/2/2009,29002.2, ,330096,-15988.5,-343110
10/3/2009,62729.9, ,269415,-5447.86,-326697
10/4/2009,119519, ,202677,-21044.9,-301151
10/5/2009,137385, ,150937,-20926.3,-267396
10/6/2009,90685.6, ,135752,-18760.6,-207676
10/7/2009, ,-43948.9,219228,-12157.1,-163122
10/8/2009,22336.5, ,135348,10954.6,-168639
10/9/2009, ,-359665,540836,-17728.9,-163442
10/10/2009, ,-49987,291343,57114.6,-298471
10/11/2009,80356.9, ,258889,-16737,-322509
10/12/2009,135048, ,243441,-14799.6,-363689
10/13/2009,52193.7, ,225690,-13325.8,-264558
10/14/2009,52595.9, ,204539,-14461.4,-242673
10/15/2009, ,-391924,630197,-13716.3,-224557
10/16/2009, ,-242339,543986,51827.8,-353475
10/17/2009, ,-292916,750230,2260.43,-459574
10/18/2009,102562, ,514762,24147.3,-641471
10/19/2009,199619, ,413076,-9702.23,-602993
10/20/2009,234944, ,336797,-12385.3,-559356
10/21/2009,158348, ,276529,-13331.7,-421545
10/22/2009,129074, ,228588,-15528.8,-342134
10/23/2009, ,-171604,469307,-17065.1,-280638
10/24/2009, ,-2981240,3273770,32273.2,-324808
10/25/2009, ,-334846,1454913,203822,-1323890
10/26/2009,670908, ,1077123,-15367.8,-1732660
10/27/2009, ,-345527,2302320,-14011.5,-1942780
10/28/2009, ,-1959200,3496170,94789.6,-1631760
10/29/2009,213107, ,1967461,111303,-2291870
10/30/2009,1396623, ,1203980,-11952.4,-2588650
10/31/2009,1386689, ,848947,-13099.1,-2222540
11/1/2009,755474, ,589624,-4968.93,-1340130
11/2/2009,480021, ,401935,-1105.52,-880850
11/3/2009,323921, ,301942,-12360.7,-613502
11/4/2009,216322, ,226776,-11932,-431167
11/5/2009,116037, ,205171,-10990.2,-310218
11/6/2009,83460.4, ,162960,-1791.11,-244630
11/7/2009,62244.9, ,146024,-9966.38,-198302
11/8/2009,46596, ,133792,-9003.37,-171385
11/9/2009,36123.6, ,123567,-12098.4,-147592
11/10/2009,31106.6, ,115645,-12290.5,-134461
11/11/2009,28616.5, ,109202,-13483.7,-124335
11/12/2009,25083, ,103770,-12715.3,-116138
11/13/2009,17213.9, ,104877,-12551.6,-109539
11/14/2009,9881.32, ,104005,-7936.99,-105950
11/15/2009,17640.4, ,95107.7,-8530.62,-104217
11/16/2009,25939.3, ,89442.9,-14052.2,-101330
11/17/2009,23642, ,85905,-13361.7,-96185.3
11/18/2009,19175, ,82736.8,-11759.9,-90151.8
11/19/2009, ,-440522,537513,-10591.3,-86400
11/20/2009, ,-360741,502234,93891.9,-235385
11/21/2009,20948.9, ,319850,33362.4,-374161
11/22/2009,96756.8, ,366457,-10014.8,-453199
11/23/2009,22067.8, ,383978,-9865.49,-396180
11/24/2009, ,-11940.6,378566,-9863.7,-356762
11/25/2009, ,-53015.4,440223,-10873.9,-376334
11/26/2009, ,-2106.97,403415,-385.692,-400922
11/27/2009,63348.3, ,352208,-8154.95,-407401
11/28/2009,147291, ,255422,-4097.75,-398615
11/29/2009,146113, ,200176,-9273.94,-337015
11/30/2009, ,-28296,306797,-9232.4,-269269
12/1/2009,23308.8, ,210475,20347.7,-254132
12/2/2009, ,-943519,1190409,-7740.58,-239149
12/3/2009, ,-2299660,2759270,109616,-569227
12/4/2009, ,-261406,1503216,144908,-1386720
12/5/2009, ,-76813.5,1897719,-3273.83,-1817630
12/6/2009,679528, ,1330926,42947.7,-2053400
12/7/2009,538038, ,1042936,-3687.2,-1577290
12/8/2009,646198, ,781089,-3426.28,-1423860
12/9/2009, ,-976897,2041463,150.162,-1064720
12/10/2009, ,0,1209227,88340.2,-1297570
12/11/2009,654229, ,695982,-6284.41,-1343930
12/12/2009,840114, ,479833,-4389.7,-1315560
12/13/2009,412338, ,387268,-4592.32,-795014
12/14/2009,228658, ,297464,-5094.24,-521028
12/15/2009,121301, ,273000,-6113.28,-388188
12/16/2009,86703.9, ,237438,-4898.42,-319244
12/17/2009,83034.2, ,191911,-5644.65,-269301
12/18/2009,69871.3, ,169553,-5308.09,-234117
12/19/2009,49247.9, ,154495,-4109.04,-199634
12/20/2009,33216.4, ,143198,-4427.43,-171987
12/21/2009,26414.8, ,133951,-4616.93,-155749
12/22/2009,22444, ,126281,-4843.68,-143881
12/23/2009,20213.4, ,119623,-5360.03,-134476
12/24/2009,17261.3, ,113886,-4528.69,-126618
12/25/2009, ,-11039,135572,-4603.22,-119930
12/26/2009, ,-1098810,1224498,-2662.66,-123027
12/27/2009,160748, ,232915,97655.3,-491319
12/28/2009,288836, ,248425,-6265.81,-530995
12/29/2009,312037, ,262510,-5934.26,-568613
12/30/2009, ,-17193,269635,-4492.01,-247950
12/31/2009, ,-5283.38,269243,-3769.62,-260190
1/1/2010,10174.5, ,261557,-4601.82,-267129
1/2/2010,24422.5, ,248218,-5828.49,-266812
1/3/2010,57890.6, ,206501,-4718.85,-259672
1/4/2010,66369.4, ,176066,-3676.91,-238758
1/5/2010,61358.1, ,153247,-4343.86,-210261
1/6/2010,46855.1, ,135905,-4155.22,-178604
1/7/2010,36796.5, ,122753,-4477.18,-155072
1/8/2010,30602.9, ,111799,-5100.04,-137302
1/9/2010,24961.7, ,103607,-5082.87,-123485
1/10/2010,19503.1, ,97169.9,-3953.54,-112719
1/11/2010,15906.1, ,91796.4,-3510.76,-104192
1/12/2010,14159.3, ,87133.6,-3768.65,-97524.3
1/13/2010,13564.9, ,83001,-4532.56,-92033.3
1/14/2010,12757, ,79300.4,-4747.07,-87310.3
1/15/2010,15539.7, ,75916.6,-5056.31,-86400
1/16/2010,19382.3, ,72757.1,-5739.46,-86400
1/17/2010, ,-372077,465433,-6955.75,-86400
1/18/2010,69244.9, ,100795,34662.4,-204702
1/19/2010,105613, ,114344,-6961.2,-212995
1/20/2010,127035, ,104429,-4606.61,-226857
1/21/2010, ,-3949.59,116438,-5965.41,-106523
1/22/2010, ,-191424,307196,-4035.1,-111737
1/23/2010, ,-322377,482924,15474,-176021
1/24/2010, ,-3754720,4037840,19070.9,-302186
1/25/2010, ,-3928230,6223540,157207,-2452520
1/26/2010,879464, ,2503200,198771,-3581430
1/27/2010,1284240, ,2328170,16389.7,-3628800
1/28/2010,2235798, ,1349746,43256.2,-3628800
1/29/2010,1126413, ,940710,-6750.82,-2060370
1/30/2010,874273, ,669807,-4537.68,-1539540
1/31/2010,499163, ,491275,-3683.57,-986754
2/1/2010,370243, ,334336,-3981.48,-700597
2/2/2010,274356, ,228454,-4337.21,-498473
2/3/2010,162590, ,193813,-5047.78,-351355
2/4/2010,13520.2, ,244236,-5554.65,-252201
2/5/2010, ,-46232.4,255312,13088,-222168
2/6/2010,84610.2, ,150896,-4386.34,-231120
2/7/2010,81038, ,140931,-5154.65,-216815
2/8/2010,53073, ,134010,-4703.63,-182380
2/9/2010,14076.9, ,133058,-5188.77,-141946
2/10/2010,4933.36, ,136895,-5828.89,-136000
2/11/2010, ,-78185.8,212834,6.43688,-134655
2/12/2010,24020.6, ,132996,3912.17,-160929
2/13/2010,43442.4, ,123884,-6418.32,-160909
2/14/2010,45655.1, ,116074,-5157.33,-156572
2/15/2010,21208.7, ,109090,-5980.1,-124318
2/16/2010, ,-9932.39,132283,-6000.91,-116349
2/17/2010,3305.41, ,107654,8189.06,-119149
2/18/2010, ,-379426,502472,-6704.07,-116342
2/19/2010, ,-867004,1079227,35246.6,-247470
2/20/2010, ,-1375890,1877974,61035.5,-563118
2/21/2010, ,-1444930,2508480,89671.4,-1153220
2/22/2010, ,-710123,2444030,106260,-1840170
2/23/2010, ,-568800,2804930,58708.9,-2294840
2/24/2010,24612.7, ,2491610,69590.6,-2585810
2/25/2010,483823, ,2045673,50694.2,-2580190
2/26/2010,1292212, ,1112438,42753.9,-2447400
2/27/2010,645084, ,1244724,-6567.48,-1883240
2/28/2010,101967, ,1336146,29499.1,-1467610
3/1/2010,148107, ,1039677,43318.9,-1231100
3/2/2010,388253, ,798842,19754.4,-1206850
3/3/2010,548199, ,504147,5876.05,-1058220
3/4/2010,432214, ,354587,-5911.85,-780889
3/5/2010,287231, ,275867,-10571.9,-552525
3/6/2010,155076, ,234632,-11507.8,-378200
3/7/2010,99546.9, ,200009,-11194.2,-288362
3/8/2010,79295.8, ,170250,-12709.8,-236836
3/9/2010,66952, ,148114,-13435.9,-201630
3/10/2010,56128.8, ,131256,-14593.1,-172791
3/11/2010,45349.2, ,118790,-14265.8,-149873
3/12/2010, ,-413373,561622,-15528.8,-132720
3/13/2010, ,-3439850,3667760,42647.5,-270556
3/14/2010, ,-260372,1479010,230753,-1449390
3/15/2010,951010, ,923878,27909.7,-1902800
3/16/2010,1190582, ,846991,-14023.8,-2023550
3/17/2010,391559, ,707866,-16131.6,-1083290
3/18/2010,273474, ,569421,-16649.7,-826245
3/19/2010,270264, ,454717,-16888.1,-708093
3/20/2010,247895, ,347077,-17637.6,-577335
3/21/2010,240594, ,235497,-19019.5,-457072
3/22/2010, ,-1922940,2290120,-21413.6,-345764
3/23/2010, ,-294987,1051511,201041,-957565
3/24/2010,415298, ,796457,-19378.6,-1192380
3/25/2010,376279, ,1021475,-18391.1,-1379360
3/26/2010,217350, ,714563,24568.1,-956481
3/27/2010,285539, ,575489,-16862.6,-844165
3/28/2010, ,-1214660,1997877,-12704.9,-770509
3/29/2010, ,-607381,1581055,122302,-1095980
3/30/2010, ,-1921510,3303550,2763.76,-1384810
3/31/2010,380678, ,1765756,147727,-2294160
4/1/2010,1165757, ,1067501,-16470.7,-2216790
4/2/2010,1383704, ,682113,-20215.1,-2045600
4/3/2010,713492, ,481057,-22758.5,-1171790
4/4/2010,402875, ,365257,-24574.6,-743557
4/5/2010,265494, ,269221,-25239.2,-509476
4/6/2010,179190, ,216925,-24270,-371845
4/7/2010,136647, ,173808,-26653.6,-283801
4/8/2010, ,-266183,516865,-30697.1,-219985
4/9/2010, ,-26024.4,257378,71178.9,-302533
4/10/2010,109207, ,232629,-25819,-316017
4/11/2010,140801, ,214748,-19925.5,-335624
4/12/2010,58768.2, ,199012,-22861.4,-234918
4/13/2010,31112.2, ,206867,-22516.6,-215463
4/14/2010,37726.8, ,184034,-14884.7,-206876
4/15/2010,25549.3, ,189656,-18567.7,-196638
4/16/2010, ,-777149,986527,-15858.6,-193519
4/17/2010, ,-116114,465623,103896,-453406
4/18/2010,151298, ,419237,-23266.3,-547269
4/19/2010,270538, ,371785,-18526.9,-623796
4/20/2010,115712, ,323218,-20048.3,-418882
4/21/2010,117948, ,275922,-22455.7,-371413
4/22/2010,90680.9, ,256525,-23564.2,-323642
4/23/2010,87818.1, ,216762,-19358.6,-285221
4/24/2010, ,-486062,759223,-23424.9,-249736
4/25/2010, ,-1228010,1559318,79532.4,-410837
4/26/2010, ,-1001610,1766808,79906.9,-845101
4/27/2010,255509, ,1056905,49369.5,-1361780
4/28/2010,661384, ,820570,-20943.8,-1461010
4/29/2010,608531, ,625644,-19413.9,-1214760
4/30/2010,384968, ,471926,-22520.8,-834373
5/1/2010,306919, ,359018,-26557.3,-639380
5/2/2010, ,-689051,1205042,-30462.1,-485529
5/3/2010, ,-215540,811930,82272,-678662
5/4/2010,254429, ,560288,-22720.7,-791997
5/5/2010,511201, ,367271,-19385.3,-859087
5/6/2010,321693, ,287643,-29506.3,-579830
5/7/2010,205093, ,228378,-28403.7,-405067
5/8/2010,104617, ,218185,-28371.1,-294430
5/9/2010,85039.1, ,182744,-23047.9,-244735
5/10/2010,85147.4, ,149438,-24816.3,-209769
5/11/2010, ,-700716,904306,-20134.2,-183455
5/12/2010, ,-138443,437077,113528,-412162
5/13/2010,132912, ,381459,-17430.5,-496940
5/14/2010,133631, ,462637,-21987.8,-574281
5/15/2010,104816, ,343779,-21537.1,-427058
5/16/2010,140522, ,287338,-31901.5,-395958
5/17/2010,151858, ,242380,-29654,-364585
5/18/2010, ,-247467,566653,-28020.6,-291166
5/19/2010, ,-15140.4,339827,40770.5,-365457
5/20/2010,159612, ,249478,-26136.9,-382953
5/21/2010,225319, ,190924,-30924.1,-385319
5/22/2010,67893.3, ,227403,-35219.7,-260076
5/23/2010,43036.4, ,188717,-9151.97,-222602
5/24/2010,77866.6, ,148365,-23883.4,-202348
5/25/2010,93003.2, ,128706,-33548,-188162
5/26/2010,84245.1, ,107295,-36277.6,-155263
5/27/2010,56948.3, ,111452,-40278.1,-128122
5/28/2010,51971.7, ,90877.4,-27031.1,-115818
5/29/2010, ,-25151.5,165599,-37239.4,-103208
5/30/2010,29265.1, ,97065,-3687.17,-122643
5/31/2010,66650.8, ,88201.7,-37005.3,-117847
